"   ","PRODUCT_NAME","TRAD_NAME","ID","SMALL_GENERIC_ID","CHILD_USE_LEVEL","CHILD_AGE_UNIT","CHILD_AGE","PREGNANT_FLAG","PREGNANT_USE_LEVEL","AGED_LIVER_KIDNEY","AGED_USE_LEVEL","COMMENTS"
"327","氯雷他定颗粒","华畅","DR1431","DS1544","","","","2","1","","0",""
"328","硬脂酸红霉素胶囊","硬脂酸红霉素胶囊","DR2287","DS1788","","","","2","1","","",""
"329","硬脂酸红霉素胶囊","硬脂酸红霉素胶囊","DR2287","DS1788","","","","1","1","","",""
"330","银杏洋参胶囊","银杏洋参胶囊","DR67","DS2321","","","","","","","",""
"331","鼻炎灵丸","路德","DR1660","DS2024","","","","","","","",""
"332","华蟾素片","华蟾素片","DR2016","DS1644","","","","","","","",""
"333","银丹心泰滴丸","银丹心泰滴丸","DR512","DS2322","","","","","","","",""
"334","益心舒胶囊","益心舒胶囊","DR1402","DS234","","","","","","","",""
"335","盐酸吡格列酮分散片","安多健","DR2557","DS726","1","Y","14","2","1","","",""
"336","盐酸吡格列酮分散片","安多健","DR2557","DS726","1","Y","14","1","1","","",""
"337","益母草颗粒 (无糖型)","益母草颗粒 (无糖型)","DR2525","DS23474","","","","1","2","","",""
"338","利福昔明干混悬剂","","DR83740","DS21781","1","Y","6","","","","",""
"339","利福昔明片","萨芬","DR83742","DS21781","1","Y","6","1","1","","",""
"340","利福昔明软胶囊","","DR83743","DS21781","1","Y","6","1","1","","",""
"341","利拉萘酯凝胶","","DR83745","DS2442","","","","","","","",""
"342","利鲁唑胶囊","","DR83747","DS21783","","","","","","","",""
"343","利鲁唑片","","DR83748","DS21783","","","","2","2","","",""
"344","利鲁唑片","","DR83748","DS21783","","","","1","2","","",""
"345","联苯苄唑涂膜","列合素","DR83766","DS2325","","","","","","","",""
"346","联苯乙酸搽剂","","DR83772","DS21786","","","","","","","",""
"347","联苯乙酸凝胶","","DR83773","DS21786","","","","","","","",""
"348","维E三油胶丸","","DR83777","DS20828","","","","","","","",""
"349","维U颠茄铝分散片","","DR83778","DS20827","","","","","","","",""
"350","新氢松软膏","","DR83780","DS20414","","","","","","","",""
"351","胸腺蛋白口服溶液","欣洛维","DR83785","DS20393","","","","","","","",""
"352","胸腺肽肠溶胶囊","","DR83786","DS2252","","","","2","1","","",""
"353","胸腺肽肠溶胶囊","","DR83786","DS2252","","","","1","1","","",""
"354","胸腺肽氯化钠注射液","","DR83788","DS20388","","","","","","","",""
"355","胸腺肽注射液","","DR83789","DS2252","","","","","","","",""
"356","银黄含片","银黄含片","DR3388","DS2690","","","","","","","",""
"357","全天麻咀嚼片","","DR2101","DS1295","","","","","","","",""
"358","更昔洛韦片","更昔洛韦片","DR1580","DS1828","","","","","","","",""
"359","宫瘤宁片","宫瘤宁片","DR858","DS2691","","","","1","2","","",""
"360","复方氨敏狗仔花片","复方氨敏狗仔花片","DR1448","DS3474","","","","","","","",""
"361","盐酸吡硫醇片","","DR1410","DS1646","","","","2","1","","",""
"362","盐酸吡硫醇片","","DR1410","DS1646","","","","1","1","","",""
"363","注射用核黄素磷酸钠","安伽宁","DR2447","DS1647","","","","","","","",""
"364","德都红花七味丸","德都红花七味丸","DR1968","DS2026","","","","","","","",""
"365","胞磷胆碱钠氯化钠注射液","益落清","DR1880","DS756","0","Y","","2","1","","",""
"366","胞磷胆碱钠氯化钠注射液","益落清","DR1880","DS756","0","Y","","1","1","","",""
"367","促肝细胞生长素肠溶胶囊","福锦","DR3055","DS2027","","","","","","","",""
"368","枣仁安神液","枣仁安神液","DR2023","DS2694","","","","1","1","","",""
"369","一清软胶囊","","DR2318","DS757","","","","","","","",""
"370","桂枝合剂","桂枝合剂","DR2245","DS758","","","","1","2","","",""
"371","保妇康凝胶","保妇康凝胶","DR149","DS1648","","","","","","","",""
"372","右旋糖酐70氯化钠注射液","右旋糖酐70氯化钠注射液","DR336","DS2695","","","","2","1","","",""
"373","右旋糖酐70氯化钠注射液","右旋糖酐70氯化钠注射液","DR336","DS2695","","","","1","1","","",""
"374","吲哚美辛滴眼液","露奇","DR2582","DS1875","","","","","","","",""
"375","银黄注射液","银黄注射液","DR2967","DS1649","","","","","","","",""
"376","益气维血胶囊","益气维血胶囊","DR437","DS2323","","","","","","","",""
"377","复方仙茅补肾口服液","复方仙茅补肾口服液","DR473","DS1296","","","","","","","",""
"378","龟鹿补肾片","龟鹿补肾片","DR1049","DS2028","2","Y","14","","","","",""
"379","阿糖胞苷注射液","爱力生","DR35","DS156","0","Y","","1","0","","1",""
"380","阿糖胞苷注射液","爱力生","DR35","DS156","0","Y","","2","0","","1",""
"381","复方谷氨酰胺肠溶胶囊","谷参","DR207","DS1650","0","Y","","1","1","","0",""
"382","复方谷氨酰胺肠溶胶囊","谷参","DR207","DS1650","0","Y","","2","1","","0",""
"383","排石颗粒","排石颗粒","DR1704","DS760","","","","1","1","","",""
"384","排石颗粒","排石颗粒","DR1704","DS760","","","","2","2","","",""
"385","牛黄蛇胆川贝胶囊","牛黄蛇胆川贝胶囊","DR2678","DS1297","","","","1","2","","0",""
"386","牛黄蛇胆川贝胶囊","牛黄蛇胆川贝胶囊","DR2678","DS1297","","","","2","0","","0",""
"387","多磺酸粘多糖乳膏","喜辽妥","DR2909","DS1651","0","Y","","2","0","","0",""
"388","多磺酸粘多糖乳膏","喜辽妥","DR2909","DS1651","0","Y","","1","1","","0",""
"389","返魂草颗粒","返魂草颗粒","DR785","DS2324","0","Y","","1","0","","0",""
"390","返魂草颗粒","返魂草颗粒","DR785","DS2324","0","Y","","2","0","","0",""
"391","癃闭舒胶囊","癃闭舒胶囊","DR1078","DS2697","0","Y","","1","0","","0",""
"392","癃闭舒胶囊","癃闭舒胶囊","DR1078","DS2697","0","Y","","2","0","","0",""
"393","膦甲酸钠氯化钠注射液","可耐","DR3199","DS236","0","Y","","1","1","","0",""
"394","膦甲酸钠氯化钠注射液","可耐","DR3199","DS236","0","Y","","2","1","","0",""
"395","壮骨关节丸","壮骨关节丸","DR2479","DS762","","","","2","2","","",""
"396","壮骨关节丸","壮骨关节丸","DR2479","DS762","","","","1","2","","",""
"397","联苯苄唑阴道片","联苯苄唑阴道片","DR307","DS2325","0","Y","","2","2","","0",""
"398","联苯苄唑阴道片","联苯苄唑阴道片","DR307","DS2325","0","Y","","1","2","","0",""
"399","羚羊感冒片","羚羊感冒片","DR2025","DS237","0","Y","","1","0","","0",""
"400","羚羊感冒片","羚羊感冒片","DR2025","DS237","0","Y","","2","0","","0",""
"401","盐酸硫利哒嗪片","利达新","DR1341","DS1653","1","Y","2","2","1","","0",""
"402","盐酸硫利哒嗪片","利达新","DR1341","DS1653","1","Y","2","1","1","","0",""
"403","利巴韦林葡萄糖注射液","康乃克","DR1927","DS581","","","","1","2","","1",""
"404","六味地黄胶囊","六味地黄胶囊","DR3422","DS583","0","Y","","2","0","","0",""
"405","六味地黄胶囊","六味地黄胶囊","DR3422","DS583","0","Y","","1","0","","0",""
"406","六味地黄滴丸","六味地黄滴丸","DR2274","DS1654","0","Y","","2","0","","0",""
"407","六味地黄滴丸","六味地黄滴丸","DR2274","DS1654","0","Y","","1","0","","0",""
"408","注射用雷替曲塞","注射用雷替曲塞","DR282","DS238","1","Y","","1","2","","1",""
"409","注射用雷替曲塞","注射用雷替曲塞","DR282","DS238","1","Y","","2","2","","1",""
"410","盐酸利托君注射液","安宝","DR2643","DS1655","1","Y","14","2","1","","1",""
"411","盐酸利托君注射液","安宝","DR2643","DS1655","1","Y","14","1","1","","1",""
"412","健脾五味丸","健脾五味丸","DR3135","DS1298","0","Y","","2","0","","0",""
"413","健脾五味丸","健脾五味丸","DR3135","DS1298","0","Y","","1","0","","0",""
"414","依托泊苷软胶囊","泊瑞","DR3523","DS2328","","","","2","2","","",""
"415","依托泊苷软胶囊","泊瑞","DR3523","DS2328","","","","1","2","","",""
"416","依诺沙星片","依诺沙星片","DR3527","DS1512","1","Y","18","2","1","","",""
"417","依诺沙星片","依诺沙星片","DR3527","DS1512","1","Y","18","1","2","","",""
"418","伊曲康唑分散片","伊曲康唑分散片","DR3543","DS1859","","","","1","1","","",""
"419","养胃宁胶囊","养胃宁胶囊","DR3553","DS2699","","","","1","2","","",""
"420","盐酸二氧异丙嗪片","盐酸二氧异丙嗪片","DR3559","DS2030","","","","","","","",""
"421","消旋山莨菪碱滴眼液","消旋山莨菪碱滴眼液","DR3567","DS2278","","","","","","","",""
"422","舒筋活血片","舒筋活血片","DR3649","DS2031","","","","1","2","","",""
"423","布地奈德鼻喷雾剂","雷诺考特","DR3671","DS725","","","","2","1","","",""
"424","加味蛇胆陈皮片","加味蛇胆陈皮片","DR3686","DS584","","","","","","","",""
"425","逍遥颗粒","逍遥颗粒","DR3711","DS2700","","","","","","","",""
"426","参附注射液","参附注射液","DR3715","DS764","2","Y","3","","","","",""
"427","盐酸赛庚啶片","盐酸赛庚啶片","DR3739","DS23525","1","Y","2","1","2","","1",""
"428","盐酸赛庚啶片","盐酸赛庚啶片","DR3739","DS23525","1","Y","2","2","2","","1",""
"429","盐酸曲马多分散片","曲通","DR3744","DS3708","2","Y","1","2","1","","",""
"430","盐酸曲马多分散片","曲通","DR3744","DS3708","2","Y","1","1","1","","",""
"431","桂枝茯苓丸","桂枝茯苓丸","DR2592","DS1656","","","","","","","",""
"432","右旋糖酐羟丙甲纤维素滴眼液","倍然","DR2667","DS241","","","","","","","",""
"433","海龙蛤蚧口服液","海龙蛤蚧口服液","DR2700","DS2329","2","Y","14","1","2","","",""
"434","硫酸核糖霉素注射液","硫酸核糖霉素注射液","DR1497","DS1375","2","Y","3","1","2","","",""
"435","地氯雷他定片","信散汀","DR718","DS1012","","","","1","1","","0",""
"436","地氯雷他定片","信散汀","DR718","DS1012","","","","2","1","","0",""
"437","银杏叶胶囊","银杏叶胶囊","DR1031","DS765","","","","1","1","","",""
"438","盐酸金刚烷胺糖浆","","DR816","DS243","2","Y","1","","","","0",""
"439","鼻炎糖浆","龙生","DR2885","DS1300","","","","","","","",""
"440","注射用乳酸环丙沙星","悦康舒达","DR1030","DS1936","1","Y","18","2","1","肾功能不全","1",""
"441","注射用乳酸环丙沙星","悦康舒达","DR1030","DS1936","1","Y","18","1","2","肾功能不全","1",""
"442","癫痫宁片","","DR1035","DS766","","","","","","","",""
"443","补肾丸","补肾丸","DR331","DS2330","","","","1","1","","",""
"444","盐酸非那吡啶片","","DR2814","DS767","","","","1","1","肾功能低下","1",""
"445","盐酸非那吡啶片","","DR2814","DS767","","","","2","1","肾功能低下","1",""
"446","黄芪生脉饮","黄芪生脉饮","DR2418","DS1657","","","","","","","",""
"447","尼莫地平胶囊","迈特令","DR2423","DS1565","","","","2","1","","",""
"448","尼莫地平胶囊","迈特令","DR2423","DS1565","","","","1","1","","",""
"449","养阴降糖片","养阴降糖片","DR2777","DS2331","","","","","","","",""
"450","养阴降压胶囊","养阴降压胶囊","DR2706","DS1301","","","","","","","",""
"451","养阴清肺糖浆(低糖型)","养阴清肺糖浆(低糖型)","DR2758","DS244","","","","","","","",""
"452","茴拉西坦颗粒","益灵舒","DR3413","DS2709","","","","1","1","","",""
"453","注射用盐酸替罗非班","","DR1528","DS1214","","","","2","1","","0",""
"454","注射用盐酸替罗非班","","DR1528","DS1214","","","","1","1","","0",""
"455","盐酸二甲弗林注射液","","DR896","DS1659","1","Y","","1","2","","1",""
"456","盐酸二甲弗林注射液","","DR896","DS1659","1","Y","","2","2","","1",""
"457","枸橼酸氯米芬胶囊","克罗米芬","DR144","DS585","","","","1","2","","",""
"458","安乃近滴鼻液","安乃近滴鼻液","DR2500","DS2263","0","Y","","","","","",""
"459","注射用烟酸","舒成","DR1344","DS245","","","","","","","",""
"460","骨刺消痛片","骨刺消痛片","DR119","DS3467","","","","","","","",""
"461","阿法骨化醇片","立庆","DR2673","DS1603","","","","","","","",""
"462","注射用硫普罗宁钠","注射用硫普罗宁钠","DR2739","DS768","2","Y","14","2","2","","",""
"463","注射用硫普罗宁钠","注射用硫普罗宁钠","DR2739","DS768","2","Y","14","1","2","","",""
"464","醋酸甲地孕酮胶囊","佳迪","DR1775","DS2228","","","","2","1","","0",""
"465","醋酸甲地孕酮胶囊","佳迪","DR1775","DS2228","","","","1","1","","0",""
"466","注射用厄他培南","怡万之","DR3251","DS1660","1","M","3","2","1","","",""
"467","注射用厄他培南","怡万之","DR3251","DS1660","1","M","3","1","1","","",""
"468","清金止嗽化痰丸","清金止嗽化痰丸","DR2597","DS2036","1","Y","","1","1","","",""
"469","七味胃痛胶囊","益欣","DR1768","DS587","","","","1","2","","",""
"470","润燥止痒胶囊","仙灵","DR2163","DS1303","","","","1","1","","",""
"471","正胃胶囊","正胃胶囊","DR2983","DS2332","","","","1","1","","",""
"472","白灵胶囊","白灵胶囊","DR3172","DS1662","","","","","","","",""
"473","冠心静片","冠心静片","DR672","DS2333","","","","","","","",""
"474","孕妇清火丸","","DR2949","DS588","","","","","","","",""
"475","归脾液","归脾液","DR2350","DS1663","","","","","","","",""
"476","愈美分散片","玉卡","DR530","DS1664","","","","2","1","","",""
"477","愈美分散片","玉卡","DR530","DS1664","","","","1","1","","",""
"478","缩泉丸","","DR2850","DS2703","","","","","","","",""
"479","鱼腥草素钠片","鱼腥草素钠片","DR3139","DS1305","1","Y","","","","","1",""
"480","注射用盐酸哌甲酯","利他林","DR3781","DS1573","1","Y","6","1","2","","",""
"481","注射用盐酸哌甲酯","利他林","DR3781","DS1573","1","Y","6","2","2","","",""
"482","盐酸麻黄碱注射液","盐酸麻黄碱注射液","DR3833","DS1615","","","","2","2","","",""
"483","盐酸麻黄碱注射液","盐酸麻黄碱注射液","DR3833","DS1615","","","","1","1","","",""
"484","盐酸雷尼替丁氯化钠注射液","盐酸雷尼替丁氯化钠注射液","DR3856","DS3133","1","Y","8","1","1","","",""
"485","盐酸雷尼替丁氯化钠注射液","盐酸雷尼替丁氯化钠注射液","DR3856","DS3133","1","Y","8","2","1","","",""
"486","木瓜片","木瓜片","DR3910","DS3164","","","","","","","",""
"487","木香槟榔丸","木香槟榔丸","DR3914","DS3168","","","","1","2","","",""
"488","金梅清暑颗粒","金梅清暑颗粒","DR3930","DS3184","","","","","","","",""
"489","金钱草颗粒","金钱草颗粒","DR3933","DS3187","","","","","","","",""
"490","金钱草片","金钱草片","DR3934","DS3188","","","","","","","",""
"491","金酸萍糖浆","金酸萍糖浆","DR3938","DS3192","","","","","","","",""
"492","金佛止痛丸","金佛止痛丸","DR3957","DS3212","","","","1","2","","",""
"493","金刚片","金刚片","DR3961","DS3216","","","","","","","",""
"494","还少丸","还少丸","DR3996","DS3244","","","","","","","",""
"495","明目地黄胶囊","明目地黄胶囊","DR4007","DS3254","","","","","","","",""
"496","果糖二磷酸钠胶囊","佛迪","DR2550","DS443","","","","","","","",""
"497","过氧苯甲酰乳膏","过氧苯甲酰乳膏","DR1777","DS590","","","","","","","",""
"498","多索茶碱氯化钠注射液","安赛玛","DR3349","DS591","","","","2","2","","",""
"499","多索茶碱氯化钠注射液","安赛玛","DR3349","DS591","","","","1","1","","",""
"500","苯溴马隆胶囊","苯溴马隆胶囊","DR2810","DS2267","1","Y","14","1","2","","",""
"501","苯溴马隆胶囊","苯溴马隆胶囊","DR2810","DS2267","1","Y","14","2","2","","",""
"502","苯唑西林钠胶囊","爽尔利","DR1001","DS2335","1","D","28","","","","",""
"503","银翘解毒丸","银翘解毒丸","DR3330","DS2038","","","","","","","",""
"504","长春红药片","长春红药片","DR39","DS592","","","","1","2","","",""
"505","红药贴膏","红药贴膏","DR2257","DS593","","","","1","1","","",""
"506","银黄胶囊","银黄胶囊","DR1000","DS1306","","","","","","","",""
"507","复方磺胺甲噁唑胶囊","苏中","DR3289","DS1146","2","M","2","1","2","","",""
"508","复方磺胺甲噁唑胶囊","苏中","DR3289","DS1146","2","M","2","2","2","","",""
"509","化痔灵片","化痔灵片","DR493","DS1667","","","","","","","",""
"510","三七化痔丸","三七化痔丸","DR3032","DS2039","","","","","","","",""
"511","消积化滞片","消积化滞片","DR398","DS1668","","","","1","2","","",""
"512","槐角地榆丸","槐角地榆丸","DR3296","DS594","","","","1","1","","",""
"513","小儿鼻炎片","小儿鼻炎片","DR1025","DS247","","","","","","","","为儿童专用药"
"514","盐酸环丙沙星滴眼液","巴美洛","DR1849","DS23503","1","Y","3","1","1","","",""
"515","盐酸环丙沙星滴眼液","巴美洛","DR1849","DS23503","1","Y","3","2","1","","",""
"516","补肾斑龙片","补肾斑龙片","DR1994","DS1308","","","","","","","",""
"517","盐酸环丙沙星阴道泡腾片","盐酸环丙沙星阴道泡腾片","DR755","DS23503","2","Y","18","1","2","","",""
"518","益母草注射液","益母草注射液","DR2069","DS2704","","","","1","2","","",""
"519","复方环磷酰胺片","复方环磷酰胺片","DR60","DS2336","","","","2","2","","",""
