"   ","ID_DR","NAME_DR","RATIO_DR","ID_DS","NAME_DS","RATIO_DS","ID_BG_DS","NAME_BG_DS","RATIO_BG_DS","ID_CATEGORY1","NAME_CATEGORY1","RATIO_CATEGORY1","ID_CATEGORY2","NAME_CATEGORY2","RATIO_CATEGORY2","ID_CATEGORY3","NAME_CATEGORY3","RATIO_CATEGORY3","ID_CATEGORY4","NAME_CATEGORY4","RATIO_CATEGORY4","ID_CATEGORY5","NAME_CATEGORY5","RATIO_CATEGORY5","ID_CATEGORY6","NAME_CATEGORY6","RATIO_CATEGORY6"
"90","DR788","注射用重组人干扰素α2b","1","DS3713","重组人干扰素α2b","1","DG13592","重组人干扰素α2b","0.0031","DC421","其他皮科用药","1","DC118","其他皮科制剂","0.0174","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","","","","",""
"91","DR788","注射用重组人干扰素α2b","1","DS3713","重组人干扰素α2b","1","DG13592","重组人干扰素α2b","0.05","DC238","干扰素类","0.0186","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"92","DR254","吡拉西坦片","0.093","DS534","吡拉西坦","0.5655","DG487","吡拉西坦","0.081","DC795","其他精神兴奋药及促智药","1","DC360","用于儿童注意缺陷障碍伴多动症和促智的精神兴奋药","0.9043","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"93","DR3042","吡拉西坦注射液","0.5484","DS534","吡拉西坦","0.5655","DG487","吡拉西坦","0.081","DC795","其他精神兴奋药及促智药","1","DC360","用于儿童注意缺陷障碍伴多动症和促智的精神兴奋药","0.9043","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"94","DR1923","布洛芬片","0.5944","DS1581","布洛芬","1","DG13308","布洛芬","0.9286","DC977","丙酸衍生物","0.3746","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"95","DR380","盐酸胺碘酮片","0.6269","DS2200","盐酸胺碘酮","1","DG409","胺碘酮","1","DC1055","III类抗心律失常药","0.1974","DC518","Ⅰ类和III类的抗心律失常药","0.1613","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"96","DR3037","氨茶碱注射液","0.6998","DS1610","氨茶碱","0.9983","DG13388","氨茶碱","0.2829","DC776","黄嘌呤类","0.9371","DC348","治疗阻塞性气道疾病的其他全身用药物","0.5879","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"97","DR2329","复方倍氯米松樟脑乳膏","1","DS2661","复方倍氯米松樟脑","1","DG483","复方倍氯米松樟脑","1","DC932","强效皮质激素与其他药的复方制剂","0.0759","DC428","皮质激素与其他药的复方制剂","0.0591","DC120","皮科用皮质激素类","0.1463","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"98","DR1714","硫酸阿米卡星注射液","0.6316","DS23554","硫酸阿米卡星","1","DG11433","阿米卡星","0.0891","DC908","其他局部用抗生素","0.5371","DC411","局部用抗生素","0.9194","DC113","皮肤病用抗生素和化疗药物","0.1419","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"99","DR1714","硫酸阿米卡星注射液","0.6316","DS23554","硫酸阿米卡星","1","DG11433","阿米卡星","0.039","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"100","DR1714","硫酸阿米卡星注射液","0.6316","DS23554","硫酸阿米卡星","1","DG11433","阿米卡星","0.0678","DC713","其他氨基糖苷类","0.9994","DC317","氨基糖苷类抗菌药","0.0758","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"101","DR1851","注射用奥美拉唑钠","0.9949","DS2662","奥美拉唑钠","0.5259","DG13461","奥美拉唑","0.2623","DC1020","质子泵抑制剂","0.9927","DC485","治疗消化性溃疡病和胃食道反流病的药物","0.9463","DC138","治疗胃酸相关类疾病的药物","0.3623","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"102","DR95432","强骨胶囊","1","DS14314","强骨胶囊","1","DG3309","强骨胶囊","0.0428","DC40","补肾壮骨剂","0.1073","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","","","","",""
"103","DR95467","伤科灵喷雾剂","1","DS14365","伤科灵喷雾剂","1","DG3401","伤科灵喷雾剂","0.0078","DC168","活血化瘀剂外用药","0.5889","DC41","活血化瘀剂","0.3311","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","",""
"104","DR95474","诺迪康颗粒","1","DS14373","诺迪康颗粒","1","DG3412","诺迪康颗粒","0.2479","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"105","DR93635","金刚藤丸","1","DS15773","金刚藤丸","1","DG5090","金刚藤丸","0.1765","DC160","妇科清热剂内服药","0.5313","DC32","妇科清热剂","0.2238","DC5","妇科用药","0.0007","DC1","中成药","0.6812","","","","","",""
"106","DR93643","脑血栓片","1","DS15784","脑血栓片","1","DG5108","脑血栓片","0.031","DC199","内科益气活血剂","0.4116","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"107","DR93665","苦碟子注射液","1","DS15814","苦碟子注射液","1","DG5185","苦碟子注射液","0.001","DC205","内科化瘀宽胸剂","0.133","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"108","DR93686","玄麦甘桔颗粒","1","DS15842","玄麦甘桔颗粒","1","DG5231","玄麦甘桔颗粒","0.0017","DC62","咽喉病","0.7642","DC11","耳鼻喉科用药","0.004","DC1","中成药","0.6812","","","","","","","","",""
"109","DR93690","维血宁颗粒","1","DS15847","维血宁颗粒","1","DG5240","维血宁颗粒","0.0662","DC221","内科养血剂","0.0838","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"110","DR95386","外用溃疡散","1","DS14258","外用溃疡散","1","DG3226","外用溃疡散","0.0011","DC9","民族药","0.0221","DC1","中成药","","","","","","","","","","","","",""
"111","DR890","血府逐瘀片","1","DS948","血府逐瘀片","1","DG7838","血府逐瘀片","0.0001","DC200","内科行气活血剂","0.061","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"112","DR2690","盐酸小檗胺片","1","DS1097","盐酸小檗胺","1","DG5820","小檗胺","0.0051","DC237","其他免疫增强剂","0.9082","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"113","DR2675","妇乐颗粒","1","DS1099","妇乐颗粒","1","DG2710","妇乐颗粒","0.1176","DC160","妇科清热剂内服药","0.5313","DC32","妇科清热剂","0.2238","DC5","妇科用药","0.0007","DC1","中成药","0.6812","","","","","",""
"114","DR1190","联苯苄唑溶液","0.0141","DS2325","联苯苄唑","1","DG4074","联苯苄唑","0.029","DC911","咪唑和三唑衍生物","0.3729","DC412","皮肤用局部抗真菌药","1","DC114","皮肤用抗真菌药","0.359","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"115","DR1190","联苯苄唑溶液","0.0141","DS2325","联苯苄唑","1","DG4074","联苯苄唑","0.3413","DC685","其他抗感染药和抗菌剂","0.0691","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"116","DR1763","羟苯磺酸钙片","0.0121","DS2588","羟苯磺酸钙","1","DG12047","羟苯磺酸","0.0241","DC378","其他眼科用药","0.9599","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","","","","",""
"117","DR1951","利伐沙班片","1","DS2521","利伐沙班","1","DG12848","利伐沙班","0.0103","DC446","其他抗血栓形成药","0.0141","DC126","抗血栓形成药","0.6004","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","","","","",""
"118","DR71901","复方甲硝唑泡腾片","1","DS19934","复方甲硝唑","1","DG13679","复方甲硝唑","0.0004","DC684","妇科用咪唑衍生物","0.7469","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"119","DR85446","尿素软膏","0.257","DS1927","尿素","1","DG11435","尿素","1","DC915","尿素制剂","0.9954","DC415","润肤剂和保护剂类药","1","DC115","润肤剂和保护剂类","0.1186","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"120","DR85516","泼尼松龙片","1","DS21384","泼尼松龙","0.4259","DG12190","泼尼松龙","0.3824","DC935","弱效皮质激素类药（I组）","0.2835","DC429","皮质激素类的单方药","0.9319","DC120","皮科用皮质激素类","0.1463","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"121","DR85516","泼尼松龙片","1","DS21384","泼尼松龙","0.4259","DG12190","泼尼松龙","0.1292","DC867","眼科用皮质激素类的单方药","0.4248","DC382","眼科用抗炎药","0.053","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"122","DR85516","泼尼松龙片","1","DS21384","泼尼松龙","0.4259","DG12190","泼尼松龙","0.0811","DC603","糖皮质激素类","1","DC262","全身用皮质激素的单方制剂","1","DC73","全身用皮质激素类","0.7202","DC15","系统性激素制剂，不含性激素和胰岛素","0.02","DC2","西药","0.7954","","",""
"123","DR92187","理中片","1","DS17042","理中片","1","DG7157","理中片","0.3125","DC559","温中散寒剂","0.2025","DC181","内科温中散寒剂","0.7745","DC45","内科温里剂","0.0005","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"124","DR92212","天麻片","1","DS17071","天麻片","1","DG7210","天麻片","0.0015","DC219","内科祛风通络剂","0.2844","DC54","内科治风剂","0.062","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"125","DR92233","维C银翘片","1","DS17102","维C银翘片","1","DG7272","维C银翘片","0.0345","DC170","内科辛凉解表剂","0.3429","DC42","内科解表剂","0.0071","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"126","DR94699","晕可平颗粒","1","DS13512","晕可平颗粒","1","DG2312","晕可平颗粒","0.0679","DC214","内科平肝熄风剂","0.421","DC54","内科治风剂","0.062","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"127","DR94369","通便灵胶囊","1","DS13133","通便灵胶囊","1","DG1813","通便灵胶囊","0.1754","DC56","内科泻下剂","0.003","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","","","","",""
"128","DR94385","九味羌活颗粒","1","DS13154","九味羌活颗粒","1","DG1850","九味羌活颗粒","0.0302","DC169","内科辛温解表剂","0.1715","DC42","内科解表剂","0.0071","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"129","DR94404","尪痹片","1","DS13178","尪痹片","1","DG1905","尪痹片","0.0305","DC236","内科扶正祛湿剂","0.1818","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"130","DR94431","金荞麦胶囊","1","DS13212","金荞麦胶囊","1","DG1963","金荞麦胶囊","0.4725","DC183","内科理肺止咳剂","0.1473","DC46","内科化痰、止咳、平喘剂","0.0328","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"131","DR94436","接骨七厘胶囊","1","DS13218","接骨七厘胶囊","1","DG1975","接骨七厘胶囊","0.0181","DC167","活血化瘀剂内服药","0.4257","DC41","活血化瘀剂","0.3311","DC7","骨伤科用药","0.0199","DC1","中成药","0.6812","","","","","",""
"132","DR275","多糖铁复合物胶囊","1","DS2724","多糖铁复合物","1","DG10102","多糖铁","1","DC940","含其他药的铁复方制剂","0.251","DC432","铁制剂","0.0203","DC122","抗贫血药","0.1642","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"133","DR3391","十一味参芪片","1","DS622","十一味参芪片","1","DG1009","十一味参芪片","0.0207","DC561","健脾益气剂","0.8342","DC220","内科补气剂","0.0369","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"134","DR72093","心宝丸","1","DS18095","心宝丸","1","DG8533","心宝丸","0.8843","DC204","内科补肾活血剂","0.002","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"135","DR72168","八珍益母丸","1","DS13163","八珍益母丸","1","DG1872","八珍益母丸","0.1111","DC33","妇科扶正剂","0.0629","DC5","妇科用药","0.0007","DC1","中成药","0.6812","","","","","","","","",""
"136","DR2445","异氟烷","1","DS2749","异氟烷","1","DG5868","异氟烷","0.1364","DC812","卤代烃类","0.0724","DC365","全身麻醉剂","0.0858","DC101","麻醉剂","0.0255","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"137","DR2207","热淋清颗粒","1","DS1377","热淋清颗粒","1","DG8515","热淋清颗粒","0.0463","DC234","内科清热通淋剂","0.1777","DC58","内科祛湿剂","0.0329","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"138","DR2442","氨茶碱缓释片","0.0135","DS1610","氨茶碱","0.9983","DG13388","氨茶碱","0.2829","DC776","黄嘌呤类","0.9371","DC348","治疗阻塞性气道疾病的其他全身用药物","0.5879","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"139","DR629","依托咪酯注射液","1","DS356","依托咪酯","1","DG12665","依托咪酯","0.0642","DC810","其他全身麻醉药","0.8717","DC365","全身麻醉剂","0.0858","DC101","麻醉剂","0.0255","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"140","DR1320","非诺贝特软胶囊","0.1448","DS435","非诺贝特","0.9655","DG13333","非诺贝特","1","DC1096","贝特类","0.0054","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"141","DR2323","康复新液","1","DS2485","康复新液","1","DG3230","康复新液","0.5855","DC157","外科清热解毒剂","0.2856","DC28","外科清热剂","0.9798","DC3","外科用药","0.0185","DC1","中成药","0.6812","","","","","",""
"142","DR1116","健胃愈疡片","1","DS1065","健胃愈疡片","1","DG8534","健胃愈疡片","0.0569","DC210","内科疏肝和胃剂","0.9227","DC52","内科理气剂","0.0055","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"143","DR3337","复方罗布麻片","1","DS3487","复方罗布麻片","1","DG3322","复方罗布麻片","1","DC215","内科平肝潜阳剂","0.0004","DC54","内科治风剂","0.062","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"144","DR88503","樟脑软膏","1","DS1026","樟脑","1","DG11738","樟脑","0.0014","DC457","其他关节和肌肉痛局部用药","0.2785","DC129","关节和肌肉痛局部用药","0.3897","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","","","","",""
"145","DR87947","布洛芬口服液","0.0003","DS1581","布洛芬","1","DG13308","布洛芬","0.9286","DC977","丙酸衍生物","0.3746","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"146","DR88930","注射用西咪替丁","0.0667","DS1262","西咪替丁","1","DG12319","西咪替丁","0.3947","DC1017","H2-受体拮抗剂","0.0078","DC485","治疗消化性溃疡病和胃食道反流病的药物","0.9463","DC138","治疗胃酸相关类疾病的药物","0.3623","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"147","DR90053","夏枯草颗粒","1","DS12665","夏枯草颗粒","1","DG1188","夏枯草颗粒","0.0094","DC177","内科清热解毒剂","0.8248","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"148","DR100370","龙胆泻肝胶囊","1","DS13780","龙胆泻肝胶囊","1","DG2695","龙胆泻肝胶囊","0.025","DC557","清肝胆湿热剂","0.0323","DC178","内科清脏腑热剂","0.1506","DC44","内科清热剂","0.0429","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"149","DR100474","脉络宁颗粒","1","DS14299","脉络宁颗粒","1","DG3287","脉络宁颗粒","0.0404","DC203","内科滋阴活血剂","0.0211","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"150","DR100479","脉络通胶囊","1","DS13182","脉络通胶囊","1","DG1914","脉络通胶囊","0.0011","DC199","内科益气活血剂","0.4116","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"151","DR88518","脂溶性维生素注射液(Ⅰ)","0.1963","DS3435","脂溶性维生素(Ⅰ)","1","DG13558","脂溶性维生素Ⅰ","0.8918","DC1044","维生素A和维生素D的复方制剂","0.3427","DC514","维生素A和维生素D,包括二者的复方制剂","0.2113","DC146","维生素类","0.2198","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
