,ID,PRODUCT_NAME,TRAD_NAME,CHINESE_PATENT_MEDICINE,SMALL_GENERIC_ID,LABEL_FORM_CODE,ACTUAL_FORM_CODE,DRUG_RULE_TYPE,CHRONIC_DRUG,TERM_ID,UPDATE_TIME,UPDATE_BY,DRUG_CODE,SPEC,PACK_SPEC,DOSAGE_UNIT,MIN_UNIT,MAX_UNIT,DOSAGE_UNIT_MIN_SCALE,MIN_UNIT_MAX_SCALE,SPEC_UNIT_MAX_SCALE,EXCEL_CODE,ACTUAL_FORM_NAME,IS_SUBMIT,IS_ENABLE,DRUG_TYPE,CREATE_TIME,STANDARD,PACK,DOSE_VERIFICATION,IS_PUBLISH,SF_FZYY,BIG_GENERIC_CODE,DISPOSED_PRODUCT_NAME,PY
117,118,DR1396,替硝唑葡萄糖注射液,0,DS2275,19,1902,2,0,2014/6/3,7944,576,注射液,1,1,SI703,1,0,替硝唑葡萄糖注射液,tixiaozuoputaotangzhusheye,,,,,,,,,,,,,,,
118,119,DR477,枸橼酸他莫昔芬片,0,DS2668,1,101,0,0,2014/6/3,6179,577,片剂,1,1,SI777,1,0,枸橼酸他莫昔芬片,gouyuansuantamoxifenpian,,,,,,,,,,,,,,,
119,120,DR1734,乳酸菌素片,0,DS195,1,101,0,0,2014/6/3,3293,578,片剂,1,1,SI400,1,0,乳酸菌素片,rusuanjunsupian,,,,,,,,,,,,,,,
120,121,DR387,碳酸氢钠注射液,0,DS1255,19,1902,0,0,2014/6/3,3991,580,注射液,1,1,SI475,1,0,碳酸氢钠注射液,tansuanqingnazhusheye,,,,,,,,,,,,,,,
121,122,DR688,头孢氨苄胶囊,0,DS2276,1,102,2,0,2014/6/3,3166,581,硬胶囊,1,1,SI681,1,0,头孢氨苄胶囊,toubaoanbianjiaonang,,,,,,,,,,,,,,,
122,123,DR2005,头孢氨苄颗粒,0,DS2276,5,501,2,0,2014/6/3,3174,582,颗粒剂,1,1,SI681,1,0,头孢氨苄颗粒,toubaoanbiankeli,,,,,,,,,,,,,,,
123,124,DR444,土霉素片,0,DS2277,1,101,2,0,2014/6/3,5476,584,片剂,1,1,SI674,1,0,土霉素片,tumeisupian,,,,,,,,,,,,,,,
124,125,DR1575,托吡卡胺滴眼液,0,DS197,15,1502,0,0,2014/6/3,1892,585,滴眼液,1,1,SI967,1,0,托吡卡胺滴眼液,tuobikaandiyanye,,,,,,,,,,,,,,,
125,126,DR1991,替米沙坦片,0,DS1978,1,101,0,1,2014/6/3,5431,587,片剂,1,1,SI545,1,0,替米沙坦片,timishatanpian,,,,,,,,,,,,,,,
126,127,DR1067,注射用头孢哌酮钠舒巴坦钠,0,DS3641,19,1906,2,0,2014/9/12,14:42,yangruier,5540,588,注射用无菌粉末,1,1,SI683,1,0,注射用头孢哌酮钠舒巴坦钠,zhusheyongtoubaopaitongnashubatanna,,,,,,,,,,,,,
127,128,DR827,注射用氨苄西林钠舒巴坦钠,0,DS3657,19,1906,2,0,2014/9/12,15:22,yangruier,2276,590,注射用无菌粉末,1,1,1,0,注射用氨苄西林钠舒巴坦钠,zhusheyonganbianxilinnashubatanna,,,,,,,,,,,,,,
128,129,DR44,注射用头孢他啶,0,DS540,19,1906,2,0,2014/6/3,4923,591,注射用无菌粉末,1,1,1,0,注射用头孢他啶,zhusheyongtoubaotading,,,,,,,,,,,,,,,,
129,130,DR2250,头孢克洛颗粒,0,DS199,5,501,2,0,2014/6/3,346,593,颗粒剂,1,1,SI682,1,0,头孢克洛颗粒,toubaokeluokeli,,,,,,,,,,,,,,,
130,131,DR882,注射用头孢米诺钠,0,DS200,19,1906,2,0,2014/6/3,4937,594,注射用无菌粉末,1,1,1,0,注射用头孢米诺钠,zhusheyongtoubaominuona,,,,,,,,,,,,,,,,
131,132,DR1869,硫酸沙丁胺醇注射液,0,DS23520,19,1902,0,0,2018/3/6,16:28,zhengbingwei,280,597,注射液,1,1,SI930,1,0,硫酸沙丁胺醇注射液,liusuanshadinganchunzhusheye,,,,,,,,,,,,,
132,133,DR752,牡蛎碳酸钙咀嚼片,0,DS1619,1,10109,0,0,2014/8/12,13:56,gulingling,1795,599,咀嚼片,1,1,SI436,1,0,牡蛎碳酸钙咀嚼片,mulitansuangaijujiaopian,,,,,,,,,,,,,
133,134,DR703,头孢拉定颗粒,0,DS1617,5,501,2,0,2014/6/3,63,600,颗粒剂,1,1,SI681,1,0,头孢拉定颗粒,toubaoladingkeli,,,,,,,,,,,,,,,
134,135,DR2720,缩宫素注射液,0,DS728,19,1902,0,0,2014/6/3,234,602,注射液,1,1,SI661,1,0,缩宫素注射液,suogongsuzhusheye,,,,,,,,,,,,,,,
135,136,DR899,头孢克肟胶囊,0,DS539,1,102,2,0,2014/6/3,7357,605,硬胶囊,1,1,SI683,1,0,头孢克肟胶囊,toubaokewojiaonang,,,,,,,,,,,,,,,
136,137,DR908,注射用头孢唑肟钠,益保世灵,0,DS2281,19,1910,2,0,2014/6/3,5546,607,粉针剂,1,1,1,0,注射用头孢唑肟钠,zhusheyongtoubaozuowona,,,,,,,,,,,,,,,
137,138,DR3376,注射用头孢硫脒,0,DS202,19,1910,2,0,2014/6/3,6543,608,粉针剂,1,1,1,0,注射用头孢硫脒,zhusheyongtoubaoliumi,,,,,,,,,,,,,,,,
138,139,DR2398,注射用白眉蛇毒血凝酶,邦亭,0,DS1980,19,1913,0,0,2014/6/3,2319,609,冻干粉针,1,1,SI458,1,0,注射用白眉蛇毒血凝酶,zhusheyongbaimeisheduxueningmei,,,,,,,,,,,,,,
139,140,DR71545,清瘟解毒丸,1,DS3481,4,405,0,0,2014/9/9,16:40,lujingjing,3783,蜜丸,1,1,SI8497,1,0,清瘟解毒丸,qingwenjieduwan,,,,,,,,,,,,,,
140,141,DR71624,气滞胃痛颗粒,气滞胃痛颗粒,1,DS3537,5,501,0,0,2014/9/10,16:48,gutingting,237730,颗粒剂,1,1,SI8548,1,0,气滞胃痛颗粒,qizhiweitongkeli,,,,,,,,,,,,,
141,142,DR71649,亚叶酸钙胶囊,欧力,0,DS1098,1,102,0,0,2014/9/11,13:23,gutingting,204,硬胶囊,1,1,SI984,1,0,亚叶酸钙胶囊,yayesuangaijiaonang,,,,,,,,,,,,,
142,143,DR71652,复方鳖甲软肝片,福瑞中蒙,1,DS3552,1,101,0,0,2015/1/15,14:33,gulingling,112107,片剂,1,1,SI8545,1,0,复方鳖甲软肝片,fufangbiejiaruanganpian,,,,,,,,,,,,,
143,144,DR71663,亚硫酸氢钠甲萘醌片,亚硫酸氢钠甲萘醌片,0,DS3557,1,101,0,0,2014/9/11,14:24,gutingting,128865,片剂,1,1,SI455,1,0,亚硫酸氢钠甲萘醌片,yaliusuanqingnajianaikunpian,,,,,,,,,,,,,
144,145,DR71685,血栓通胶囊,血栓通胶囊,1,DS3575,1,102,0,1,2014/9/11,16:15,gutingting,108532,硬胶囊,1,1,SI8544,1,0,血栓通胶囊,xueshuantongjiaonang,,,,,,,,,,,,,
145,146,DR71741,复方地龙片,1,DS3612,1,101,0,0,2014/9/12,13:15,yangli,124490,片剂,1,1,SI8537,1,0,复方地龙片,fufangdilongpian,,,,,,,,,,,,,,
146,147,DR71754,仁青芒觉,1,DS3638,4,403,0,0,2014/9/12,14:18,lujingjing,209280,水丸,1,1,SI8597,1,0,仁青芒觉,renqingmangjue,,,,,,,,,,,,,,
147,148,DR71769,乳块消胶囊,1,DS3674,1,102,0,0,2014/9/15,9:15,lujingjing,137879,硬胶囊,1,1,SI8582,1,0,乳块消胶囊,rukuaixiaojiaonang,,,,,,,,,,,,,,
148,149,DR2007,复方虫草补肾口服液,复方虫草补肾口服液,1,DS230,3,306,0,0,2014/9/9,15:00,yangruier,84468,口服液,1,1,SI8524,1,0,复方虫草补肾口服液,fufangchongcaobushenkoufuye,,,,,,,,,,,,,
149,150,DR2757,异维A酸胶丸,异维A酸胶丸,0,DS1633,1,103,0,0,2014/8/5,16:41,gutingting,3373,软胶囊,1,1,SI609,1,0,异维a酸胶丸,yiweiasuanjiaowan,,,,,,,,,,,,,
150,151,DR1366,黄芪三七口服液,黄芪三七口服液,1,DS1634,3,306,0,0,2014/8/6,11:19,yangruier,101722,口服液,1,1,SI8537,1,0,黄芪三七口服液,huangqisanqikoufuye,,,,,,,,,,,,,
151,152,DR83669,来氟米特胶囊,0,DS2617,1,102,0,0,2015/4/28,9:45,gulingling,243389,硬胶囊,1,1,SI784,1,0,来氟米特胶囊,laifumitejiaonang,,,,,,,,,,,,,,
152,153,DR571,益气维血片,益气维血片,1,DS2684,1,101,0,0,2014/8/5,10:56,gutingting,137531,片剂,1,1,SI8519,1,0,益气维血片,yiqiweixuepian,,,,,,,,,,,,,
153,154,DR83672,来昔决南钐[153Sm]注射液,0,DS21743,19,1902,0,0,2015/7/7,13:57,gutingting,5504,注射液,1,1,SI1030,1,0,来昔决南钐(153sm)注射液,laixijuenanshan(153sm)zhusheye,,,,,,,,,,,,,,
154,155,DR83674,赖氨匹林肠溶胶囊,麦乐新,0,DS2088,1,104,0,0,2015/6/26,11:11,gutingting,154744,肠溶胶囊,1,1,SI831,1,0,赖氨匹林肠溶胶囊,laianpilinchangrongjiaonang,,,,,,,,,,,,,
155,156,DR83679,赖氨葡锌片,0,DS21744,1,101,0,0,2015/7/7,15:11,gutingting,162546,片剂,1,1,SI438,1,0,赖氨葡锌片,laianpuxinpian,,,,,,,,,,,,,,
156,157,DR83680,赖氨酸茶碱片,0,DS21749,1,101,0,0,2015/7/7,15:19,gutingting,242143,片剂,1,1,SI932,1,0,赖氨酸茶碱片,laiansuanchajianpian,,,,,,,,,,,,,,
157,158,DR83681,赖氨酸磷酸氢钙颗粒,0,DS21751,5,501,0,0,2015/7/7,16:59,gutingting,163511,颗粒剂,1,1,SI435,1,0,赖氨酸磷酸氢钙颗粒,laiansuanlinsuanqinggaikeli,,,,,,,,,,,,,,
158,159,DR83682,赖氨酸磷酸氢钙片,0,DS21751,1,101,0,0,2015/7/8,9:17,gutingting,214510,片剂,1,1,SI435,1,0,赖氨酸磷酸氢钙片,laiansuanlinsuanqinggaipian,,,,,,,,,,,,,,
159,160,DR83683,赖氨酸维B12颗粒,0,DS21756,5,501,0,0,2015/5/19,10:25,gulingling,4218,颗粒剂,1,1,SI1001,1,0,赖氨酸维b12颗粒,laiansuanweib12keli,,,,,,,,,,,,,,
160,161,DR83695,劳拉西泮片,罗拉,0,DS21758,1,101,1,0,2015/7/8,9:23,gutingting,8017,片剂,1,1,SI863,1,0,劳拉西泮片,laolaxipanpian,,,,,,,,,,,,,
161,162,DR83698,雷公藤内酯软膏,0,DS21760,8,801,0,0,2015/4/24,13:33,gulingling,85506,软膏剂,1,1,SI795,1,0,雷公藤内酯软膏,leigongtengneizhiruangao,,,,,,,,,,,,,,
162,163,DR83699,雷米普利片,瑞素坦,0,DS21763,1,101,0,1,2015/1/15,9:57,gutingting,205996,片剂,1,1,SI541,1,0,雷米普利片,leimipulipian,,,,,,,,,,,,,
163,164,DR83705,利巴韦林胶囊,0,DS1894,1,102,0,0,2015/2/9,16:18,gulingling,253982,硬胶囊,1,1,SI717,1,0,利巴韦林胶囊,libaweilinjiaonang,,,,,,,,,,,,,,
164,165,DR83710,利巴韦林喷剂,0,DS1894,18,1801,0,0,2015/5/27,13:26,gulingling,229294,喷剂,1,1,SI717,1,0,利巴韦林喷剂,libaweilinpenji,,,,,,,,,,,,,,
165,166,DR83720,利多卡因气雾剂,利多卡因气雾剂,0,DS2634,18,1802,3,0,2014/10/31,13:20,gutingting,229944,气雾剂,1,1,SI823,1,0,利多卡因气雾剂,liduokayinqiwuji,,,,,,,,,,,,,
166,167,DR83721,利凡诺创伤膏,0,DS21774,9,902,0,0,2015/5/27,13:58,gulingling,136846,贴膏剂,1,1,1,0,利凡诺创伤膏,lifannuochuangshanggao,,,,,,,,,,,,,,,
167,168,DR83732,利福平胶囊(Ⅱ),0,DS23459,1,102,0,0,2018/1/23,14:44,shinimin,248825,硬胶囊,1,1,SI711,1,0,利福平胶囊(2),lifupingjiaonang(2),,,,,,,,,,,,,,
168,169,DR83733,利福平胶丸,0,DS1204,1,10301,0,0,2018/1/23,14:45,shinimin,115877,软胶囊,1,1,SI711,1,0,利福平胶丸,lifupingjiaowan,,,,,,,,,,,,,,
169,170,DR83735,利福平乳膏,0,DS1204,8,802,0,0,2015/5/27,14:19,gulingling,137886,乳膏剂,1,1,SI555,1,0,利福平乳膏,lifupingrugao,,,,,,,,,,,,,,
170,171,DR2551,艾迪注射液,艾迪注射液,1,DS1635,19,1902,0,0,2014/9/9,13:59,yangruier,6350,注射液,1,1,SI8574,1,0,艾迪注射液,aidizhusheye,,,,,,,,,,,,,
171,172,DR2531,安宫牛黄胶囊,安宫牛黄胶囊,1,DS571,1,102,0,0,2014/7/10,15:58,gulingling,113886,硬胶囊,1,1,SI8512,1,0,安宫牛黄胶囊,angongniuhuangjiaonang,,,,,,,,,,,,,
172,173,DR1829,安胎丸,安胎丸,1,DS1294,4,401,0,0,2014/7/14,10:16,gulingling,81713,丸剂,1,1,SI8581,1,0,安胎丸,antaiwan,,,,,,,,,,,,,
173,174,DR1038,灵芝二维甲硫氨酸胶囊,灵芝二维甲硫氨酸胶囊,0,DS3473,1,102,0,1,2015/1/27,10:58,gulingling,108801,硬胶囊,1,1,SI987,1,0,灵芝二维甲硫氨酸胶囊,lingzhierweijialiuansuanjiaonang,,,,,,,,,,,,,
174,175,DR3288,氨酚伪麻颗粒,氨酚伪麻颗粒,0,DS752,5,501,0,0,2014/7/15,13:20,gulingling,95504,颗粒剂,1,1,SI833,1,0,氨酚伪麻颗粒,anfenweimakeli,,,,,,,,,,,,,
175,176,DR353,贞芪扶正胶囊,贞芪扶正胶囊,1,DS231,1,102,0,0,2016/3/11,15:23,gutingting,267104,硬胶囊,1,1,SI8575,1,0,贞芪扶正胶囊,zhenqifuzhengjiaonang,,,,,,,,,,,,,
176,177,DR302,氨酚伪麻美芬片,日夜百服咛,0,DS1636,1,101,0,0,2014/7/15,13:33,gulingling,92460,片剂,1,1,SI833,1,0,氨酚伪麻美芬片,anfenweimameifenpian,,,,,,,,,,,,,
177,178,DR476,马应龙八宝眼粉,马应龙八宝眼粉,1,DS2316,6,603,0,0,2014/9/9,14:58,yangruier,129685,粉剂,1,1,SI8583,1,0,马应龙八宝眼粉,mayinglongbabaoyanfen,,,,,,,,,,,,,
178,179,DR686,藻酸双酯钠注射液,藻酸双酯钠注射液,0,DS753,19,1902,0,0,2014/7/16,15:59,gutingting,114953,注射液,1,1,SI452,1,0,藻酸双酯钠注射液,zaosuanshuangzhinazhusheye,,,,,,,,,,,,,
179,180,DR1918,右旋糖酐40葡萄糖注射液,右旋糖酐40葡萄糖注射液,0,DS754,19,1902,0,0,2014/7/18,13:09,gutingting,2154,注射液,1,1,SI466,1,0,右旋糖酐40葡萄糖注射液,youxuantanggan40putaotangzhusheye,,,,,,,,,,,,,
180,181,DR287,阿司匹林咀嚼片,安尼妥,0,DS1969,1,10109,0,0,2016/1/20,13:12,huangmei,79801,咀嚼片,1,1,1,0,阿司匹林咀嚼片,asipilinjujiaopian,,,,,,,,,,,,,,
181,182,DR2153,盐酸多沙普仑注射液,0,DS1637,19,1902,0,0,2014/7/23,13:53,gutingting,7834,注射液,1,1,SI950,1,0,盐酸多沙普仑注射液,yansuanduoshapulunzhusheye,,,,,,,,,,,,,,
182,183,DR1941,注射用盐酸大观霉素,卓青,0,DS573,19,1913,2,0,2014/7/23,15:26,gutingting,559,冻干粉针,1,1,SI705,1,0,注射用盐酸大观霉素,zhusheyongyansuandaguanmeisu,,,,,,,,,,,,,
183,184,DR1,注射用缩宫素,0,DS728,19,1913,0,0,2014/7/24,14:46,gutingting,8019,冻干粉针,1,1,1,0,注射用缩宫素,zhusheyongsuogongsu,,,,,,,,,,,,,,,
184,185,DR1984,氨酪酸氯化钠注射液,慧友,0,DS1638,19,1902,0,0,2014/7/25,9:23,gulingling,743,注射液,1,1,SI843,1,0,氨酪酸氯化钠注射液,anlaosuanlu:huanazhusheye,,,,,,,,,,,,,
185,186,DR2685,苦参碱注射液,斯巴特康,0,DS2688,19,1902,0,0,2014/7/28,10:15,gutingting,2702,注射液,1,1,SI384,1,0,苦参碱注射液,kucanjianzhusheye,,,,,,,,,,,,,
186,187,DR536,注射用骨肽(I),西若非,0,DS574,19,1901,0,0,2015/4/22,14:13,gulingling,79108,注射液,1,1,SI817,1,0,注射用骨肽(1),zhusheyonggutai(1),,,,,,,,,,,,,
187,188,DR2744,中风回春片,中风回春片,1,DS755,1,10103,0,0,2014/7/29,14:00,gutingting,120939,薄膜衣片,1,1,SI8558,1,0,中风回春片,zhongfenghuichunpian,,,,,,,,,,,,,
188,189,DR2065,安胃止痛片,安胃止痛片,1,DS2022,1,101,0,0,2014/7/29,15:36,gutingting,90211,片剂,1,1,SI8548,1,0,安胃止痛片,anweizhitongpian,,,,,,,,,,,,,
189,190,DR880,百梅止咳颗粒,百梅止咳颗粒,1,DS575,5,501,0,0,2014/7/29,15:50,gutingting,119451,颗粒剂,1,1,SI8507,1,0,百梅止咳颗粒,baimeizhikekeli,,,,,,,,,,,,,
190,191,DR1115,布美他尼注射液,布美他尼注射液,0,DS2023,19,1902,0,0,2014/7/30,10:36,yangruier,125033,注射液,1,1,SI512,1,0,布美他尼注射液,bumeitanizhusheye,,,,,,,,,,,,,
191,192,DR190,三七冠心宁片,三七冠心宁片,1,DS233,1,101,0,1,2014/7/30,15:23,yangruier,105107,片剂,1,1,SI8543,1,0,三七冠心宁片,sanqiguanxinningpian,,,,,,,,,,,,,
192,193,DR1217,正柴胡饮胶囊,正柴胡饮胶囊,1,DS2319,1,102,0,0,2014/7/30,15:30,gutingting,75933,硬胶囊,1,1,SI8488,1,0,正柴胡饮胶囊,zhengchaihuyinjiaonang,,,,,,,,,,,,,
193,194,DR3027,复方碳酸钙泡腾颗粒,盖笛欣,0,DS2320,5,503,0,0,2014/8/1,9:18,beile,1461,泡腾颗粒,1,1,SI420,1,0,复方碳酸钙泡腾颗粒,fufangtansuangaipaotengkeli,,,,,,,,,,,,,
194,195,DR2672,鱼石脂软膏,鱼石脂软膏,0,DS1640,8,801,0,0,2014/8/1,9:35,gutingting,3148,软膏剂,1,1,SI610,1,0,鱼石脂软膏,yushizhiruangao,,,,,,,,,,,,,
195,196,DR1431,氯雷他定颗粒,华畅,0,DS1544,5,501,0,0,2014/8/4,9:43,beile,1694,颗粒剂,1,1,SI948,1,0,氯雷他定颗粒,lu:leitadingkeli,,,,,,,,,,,,,
196,197,DR2287,硬脂酸红霉素胶囊,硬脂酸红霉素胶囊,0,DS1788,1,102,2,0,2014/8/4,10:41,yangruier,89876,硬胶囊,1,1,SI693,1,0,硬脂酸红霉素胶囊,yingzhisuanhongmeisujiaonang,,,,,,,,,,,,,
197,198,DR67,银杏洋参胶囊,银杏洋参胶囊,1,DS2321,1,102,0,1,2014/8/4,13:15,gutingting,106801,硬胶囊,1,1,SI8537,1,0,银杏洋参胶囊,yinxingyangcanjiaonang,,,,,,,,,,,,,
198,199,DR1660,鼻炎灵丸,路德,1,DS2024,4,401,0,0,2017/2/7,9:55,liuyan,266593,丸剂,1,1,SI8587,1,0,鼻炎灵丸,biyanlingwan,,,,,,,,,,,,,
199,200,DR2016,华蟾素片,华蟾素片,1,DS1644,1,101,0,0,2014/8/4,14:56,yangruier,128549,片剂,1,1,SI8574,1,0,华蟾素片,huachansupian,,,,,,,,,,,,,
200,201,DR512,银丹心泰滴丸,银丹心泰滴丸,1,DS2322,4,402,0,1,2014/8/4,15:27,gutingting,9270,滴丸,1,1,SI8539,1,0,银丹心泰滴丸,yindanxintaidiwan,,,,,,,,,,,,,
201,202,DR1402,益心舒胶囊,益心舒胶囊,1,DS234,1,102,0,1,2014/8/5,9:50,gutingting,112331,硬胶囊,1,1,SI8537,1,0,益心舒胶囊,yixinshujiaonang,,,,,,,,,,,,,
202,203,DR2557,盐酸吡格列酮分散片,安多健,0,DS726,1,10106,0,1,2016/1/29,12:30,huangmei,4501,分散片,1,1,SI416,1,1,0,盐酸吡格列酮分散片,yansuanbigelietongfensanpian,,,,,,,,,,,,
203,204,DR2525,益母草颗粒,(无糖型),益母草颗粒,(无糖型),1,DS23474,5,501,0,0,2018/1/29,16:56,zhengbingwei,5681,颗粒剂,1,1,SI8577,1,0,益母草颗粒,(无糖型),yimucaokeli,(wutangxing),,,,,,,,,
204,205,DR83740,利福昔明干混悬剂,0,DS21781,3,303,0,0,2015/7/7,13:30,gulingling,241290,干混悬剂,1,1,SI391,1,0,利福昔明干混悬剂,lifuximingganhunxuanji,,,,,,,,,,,,,,
205,206,DR83742,利福昔明片,萨芬,0,DS21781,1,101,2,0,2015/5/12,10:31,gutingting,186630,片剂,1,1,SI391,1,0,利福昔明片,lifuximingpian,,,,,,,,,,,,,
206,207,DR83743,利福昔明软胶囊,0,DS21781,1,103,2,0,2015/5/12,10:34,gutingting,149320,硬胶囊,1,1,SI391,1,0,利福昔明软胶囊,lifuximingruanjiaonang,,,,,,,,,,,,,,
207,208,DR83745,利拉萘酯凝胶,0,DS2442,12,1202,0,0,2015/3/24,10:07,gulingling,202559,凝胶剂,1,1,SI557,1,0,利拉萘酯凝胶,lilanaizhiningjiao,,,,,,,,,,,,,,
208,209,DR83747,利鲁唑胶囊,0,DS21783,1,102,0,0,2015/3/24,9:41,gulingling,220470,硬胶囊,1,1,SI891,1,1,0,利鲁唑胶囊,liluzuojiaonang,,,,,,,,,,,,,
209,210,DR83748,利鲁唑片,0,DS21783,1,101,0,0,2015/3/24,9:35,gulingling,2265,片剂,1,1,SI891,1,1,0,利鲁唑片,liluzuopian,,,,,,,,,,,,,
210,211,DR83766,联苯苄唑涂膜,列合素,0,DS2325,13,1302,2,0,2014/10/10,9:50,beile,223881,涂膜剂,1,1,SI556,1,0,联苯苄唑涂膜,lianbenbianzuotumo,,,,,,,,,,,,,
211,212,DR83772,联苯乙酸搽剂,0,DS21786,10,1006,0,0,2015/3/24,10:21,gulingling,239410,搽剂,1,1,SI800,1,0,联苯乙酸搽剂,lianbenyisuanchaji,,,,,,,,,,,,,,
212,213,DR83773,联苯乙酸凝胶,0,DS21786,12,1202,0,0,2015/3/24,10:24,gulingling,107686,凝胶剂,1,1,SI800,1,0,联苯乙酸凝胶,lianbenyisuanningjiao,,,,,,,,,,,,,,
213,214,DR83777,维E三油胶丸,0,DS20828,1,10301,0,1,2015/4/23,13:07,gulingling,260891,胶丸,1,1,1,0,维e三油胶丸,weiesanyoujiaowan,,,,,,,,,,,,,,,
214,215,DR83778,维U颠茄铝分散片,0,DS20827,1,10106,0,0,2015/4/23,13:08,gulingling,243980,分散片,1,1,SI376,1,0,维u颠茄铝分散片,weiudianqielu:fensanpian,,,,,,,,,,,,,,
215,216,DR83780,新氢松软膏,0,DS20414,8,801,0,0,2015/4/23,13:23,gulingling,212660,软膏剂,1,1,SI586,1,0,新氢松软膏,xinqingsongruangao,,,,,,,,,,,,,,
216,217,DR83785,胸腺蛋白口服溶液,欣洛维,0,DS20393,3,301,0,0,2015/3/10,9:27,gutingting,5034,口服溶液剂,1,1,SI367,1,1,0,胸腺蛋白口服溶液,xiongxiandanbaikoufurongye,,,,,,,,,,,,
217,218,DR83786,胸腺肽肠溶胶囊,0,DS2252,1,104,0,0,2015/4/24,13:31,gulingling,2626,肠溶胶囊,1,1,SI783,1,1,0,胸腺肽肠溶胶囊,xiongxiantaichangrongjiaonang,,,,,,,,,,,,,
218,219,DR83788,胸腺肽氯化钠注射液,0,DS20388,19,1902,0,0,2015/3/10,9:22,gutingting,547,注射液,1,1,SI783,1,0,胸腺肽氯化钠注射液,xiongxiantailu:huanazhusheye,,,,,,,,,,,,,,
219,220,DR83789,胸腺肽注射液,0,DS2252,19,1902,0,0,2015/3/10,9:20,gutingting,146593,注射液,1,1,SI783,1,0,胸腺肽注射液,xiongxiantaizhusheye,,,,,,,,,,,,,,
220,221,DR3388,银黄含片,银黄含片,1,DS2690,1,10103,0,0,2014/8/5,18:40,admin,5880,薄膜衣片,1,1,SI8497,1,0,银黄含片,yinhuanghanpian,,,,,,,,,,,,,
221,222,DR2101,全天麻咀嚼片,1,DS1295,1,10109,0,0,2014/8/5,13:39,beile,98526,咀嚼片,1,1,SI8553,1,0,全天麻咀嚼片,quantianmajujiaopian,,,,,,,,,,,,,,
222,223,DR1580,更昔洛韦片,更昔洛韦片,0,DS1828,1,101,0,0,2015/1/13,13:08,gulingling,93502,片剂,1,1,SI717,1,0,更昔洛韦片,gengxiluoweipian,,,,,,,,,,,,,
223,224,DR858,宫瘤宁片,宫瘤宁片,1,DS2691,1,101,0,0,2014/7/23,14:14,yangruier,121643,片剂,1,1,SI8582,1,0,宫瘤宁片,gongliuningpian,,,,,,,,,,,,,
224,225,DR1448,复方氨敏狗仔花片,复方氨敏狗仔花片,0,DS3474,1,101,0,0,2014/9/9,15:43,yangruier,137501,片剂,1,1,SI833,1,0,复方氨敏狗仔花片,fufanganmingouzihuapian,,,,,,,,,,,,,
225,226,DR1410,盐酸吡硫醇片,0,DS1646,1,101,0,0,2014/7/23,16:06,gutingting,5686,片剂,1,1,SI879,1,0,盐酸吡硫醇片,yansuanbiliuchunpian,,,,,,,,,,,,,,
226,227,DR2447,注射用核黄素磷酸钠,安伽宁,0,DS1647,19,1913,0,0,2014/7/28,14:58,gutingting,2234,冻干粉针,1,1,1,0,注射用核黄素磷酸钠,zhusheyonghehuangsulinsuanna,,,,,,,,,,,,,,
227,228,DR1968,德都红花七味丸,德都红花七味丸,1,DS2026,4,401,0,0,2014/7/28,15:03,gulingling,115895,丸剂,1,1,SI8597,1,0,德都红花七味丸,dedouhonghuaqiweiwan,,,,,,,,,,,,,
228,229,DR1880,胞磷胆碱钠氯化钠注射液,益落清,0,DS756,19,1902,0,0,2014/7/29,10:21,gulingling,963,注射液,1,1,SI879,1,0,胞磷胆碱钠氯化钠注射液,baolindanjiannalu:huanazhusheye,,,,,,,,,,,,,
229,230,DR3055,促肝细胞生长素肠溶胶囊,福锦,0,DS2027,1,104,0,0,2015/1/15,14:19,gulingling,2728,肠溶胶囊,1,1,SI384,1,1,0,促肝细胞生长素肠溶胶囊,cuganxibaoshengzhangsuchangrongjiaonang,,,,,,,,,,,,
230,231,DR2023,枣仁安神液,枣仁安神液,1,DS2694,3,306,0,0,2014/7/30,16:26,gutingting,3700,口服液,1,1,SI8530,1,0,枣仁安神液,zaorenanshenye,,,,,,,,,,,,,
231,232,DR2318,一清软胶囊,1,DS757,1,103,0,0,2014/7/31,10:51,beile,115613,软胶囊,1,1,SI8496,1,0,一清软胶囊,yiqingruanjiaonang,,,,,,,,,,,,,,
232,233,DR2245,桂枝合剂,桂枝合剂,1,DS758,3,310,0,0,2014/7/31,17:04,yangruier,100423,合剂,1,1,SI8488,1,0,桂枝合剂,guizhiheji,,,,,,,,,,,,,
233,234,DR149,保妇康凝胶,保妇康凝胶,1,DS1648,12,1202,0,0,2016/1/25,10:14,huangmei,122675,凝胶剂,1,1,SI8580,1,0,保妇康凝胶,baofukangningjiao,,,,,,,,,,,,,
234,235,DR336,右旋糖酐70氯化钠注射液,右旋糖酐70氯化钠注射液,0,DS2695,19,1902,0,0,2014/8/1,13:07,gutingting,117250,注射液,1,1,SI466,1,0,右旋糖酐70氯化钠注射液,youxuantanggan70lu:huanazhusheye,,,,,,,,,,,,,
235,236,DR2582,吲哚美辛滴眼液,露奇,0,DS1875,15,1502,0,0,2014/8/1,15:51,gutingting,90649,滴眼液,1,1,SI958,1,0,吲哚美辛滴眼液,yinduomeixindiyanye,,,,,,,,,,,,,
